text,category
A car service center damaged my car's 'AC Vents' during a cleaning and is refusing to replace them,Consumer_Protection_Laws
The online store is refusing to refund the 'Shipping Fee' for a product that was returned as 'Defective,Consumer_Protection_Laws
A brand of 'Natural' face wash is very drying and caused my skin to crack and bleed,Consumer_Protection_Laws
The bank is refusing to provide a 'Statement' for my loan account that I need for my tax filing,Consumer_Protection_Laws
A car manufacturer's 'Gearbox' is making a grinding sound and the company says 'it's a normal break-in sound,Consumer_Protection_Laws
The online store is refusing to refund the 'Express Fee' for an order that arrived later than normal delivery,Consumer_Protection_Laws
A brand of 'Heavy-duty' blender's blade got stuck while making a milkshake and the company says 'misuse,Consumer_Protection_Laws
The bank is refusing to reverse a 'Fee' for an 'International Debit Card' that I never requested,Consumer_Protection_Laws
A car service center damaged my car's 'Dashboard' while installing a stereo and is refusing to repair it,Consumer_Protection_Laws
The online store is refusing to refund the 'Platform Fee' for a product that was out of stock,Consumer_Protection_Laws
A brand of 'Natural' sunscreen left a white cast on my face and stained all my clothes,Consumer_Protection_Laws
The bank is refusing to provide a 'Physical Copy' of my bank statement despite several emails,Consumer_Protection_Laws
A car manufacturer's 'Brakes' failed on a slope and the company says 'it's a maintenance lapse,Consumer_Protection_Laws
The online store is refusing to refund the 'Shipping Fee' for a product that was returned due to 'Poor Quality,Consumer_Protection_Laws
A brand of 'Premium' basmati rice is full of insects and the company is refusing a replacement,Consumer_Protection_Laws
The bank is refusing to reverse a 'Charge' for a 'Cheque Book' that was never delivered to me,Consumer_Protection_Laws
A car service center damaged my car's 'Wipers' during a service and is refusing to provide new ones,Consumer_Protection_Laws
The online store is refusing to refund the 'Packaging Fee' for a product that was delivered in a thin plastic bag,Consumer_Protection_Laws
A brand of 'Natural' shampoo made my hair very dry and brittle after just one use,Consumer_Protection_Laws
The bank is refusing to provide a 'Statement' for a period where there was a failed ATM withdrawal,Consumer_Protection_Laws
A car manufacturer's 'Music System' is not working and the company says 'it's a software issue with no update,Consumer_Protection_Laws
The online store is refusing to refund the 'Taxes' for a product that was returned as 'Defective,Consumer_Protection_Laws
A social media ad used an AI-voice clone of a celebrity to sell me a 'Wealth Master' course that turned out to be a scam,Consumer_Protection_Laws
The airline is refusing a refund for my seat upgrade even though the aircraft was changed to one without premium seats,Consumer_Protection_Laws
I bought a smart AC that requires a mandatory monthly subscription to use the 'Auto-Cool' feature mentioned as free in the ad,Consumer_Protection_Laws
The bank is refusing to reverse a charge for an 'International Transaction' that occurred while I was in a rural village with no internet,Consumer_Protection_Laws
An e-commerce site used 'False Urgency' timers to pressure me into buying a laptop that stayed at the same price for weeks,Consumer_Protection_Laws
The local car dealer is refusing to fix a known manufacturing defect in my steering wheel claiming 'normal wear and tear,Consumer_Protection_Laws
I was overcharged on my grocery bill because the digital scanner at the supermarket used an outdated higher price,Consumer_Protection_Laws
A fitness tracker I bought shows my heart rate as 100 even when I am not wearing it and the company refuses a refund,Consumer_Protection_Laws
The movie theater played 25 minutes of commercial ads after the scheduled start time printed on my ticket,Consumer_Protection_Laws
A food delivery app charged me a 'Platform Fee' and a 'Handling Fee' that was not shown on the initial menu page,Consumer_Protection_Laws
I ordered a set of four chairs but the seller only delivered three and is now claiming the order is 'fulfilled,Consumer_Protection_Laws
The 'unlimited' 5G plan I bought throttles my speed to 2G levels after just 50GB of usage without any prior warning,Consumer_Protection_Laws
A hotel is refusing to refund my booking amount despite the room having a severe bedbug infestation upon check-in,Consumer_Protection_Laws
The service center is charging me for a 'logic board replacement' when only the charging port of my phone was broken,Consumer_Protection_Laws
A brand of '100% Cotton' bedsheets turned out to be a polyester blend that pilled after the first wash,Consumer_Protection_Laws
The ed-tech platform is refusing a refund for a course that has had no live classes for the last three weeks,Consumer_Protection_Laws
A car insurance company rejected my claim because the accident happened on a 'private road' not covered in the fine print,Consumer_Protection_Laws
I was charged 200 rupees for a 500ml water bottle at a high-end restaurant which is significantly above the MRP,Consumer_Protection_Laws
The e-commerce app is refusing to return a 'damaged' monitor because I didn't record a video of myself opening the box,Consumer_Protection_Laws
A travel portal is refusing to process my refund for a hotel that has been sealed by the municipal corporation,Consumer_Protection_Laws
The 'water-resistant' speakers I bought stopped working after a small spill but the warranty was denied due to 'liquid entry,Consumer_Protection_Laws
A brand of 'Natural Fruit Juice' contains only 10% pulp and is loaded with undisclosed artificial sweeteners,Consumer_Protection_Laws
The bank is charging me a 'Statement Retrieval Fee' just to see my own transaction history from six months ago,Consumer_Protection_Laws
An online pharmacy sent me the wrong power of contact lenses and is refusing an exchange due to 'hygiene reasons,Consumer_Protection_Laws
The car manufacturer is refusing a warranty claim on my battery because I installed a dashcam from a third party,Consumer_Protection_Laws
A subscription-based meal service is continuing to deduct money from my card even after I deactivated my account,Consumer_Protection_Laws
The laptop I bought crashes every time I open the browser but the technician says 'it's a software compatibility issue,Consumer_Protection_Laws
A builder is demanding an extra five lakhs for 'parking space' that was promised as a free inclusion in the brochure,Consumer_Protection_Laws
The 'No-Cost EMI' plan I took for a fridge actually included a hidden 2000 rupee 'Processing Fee' in the first bill,Consumer_Protection_Laws
A courier service lost my wedding outfit and is only offering 500 rupees as compensation despite the high value,Consumer_Protection_Laws
The 'lifetime free' credit card I was issued is now showing an annual 'Maintenance Charge' on the statement,Consumer_Protection_Laws
A brand of 'Stain-proof' paint absorbed a coffee spill and left a permanent mark on my living room wall,Consumer_Protection_Laws
The airline is refusing to provide food or water to passengers during a six-hour delay on the tarmac,Consumer_Protection_Laws
I bought an 'Organic' face wash that caused a severe chemical burn because it contained undisclosed parabens,Consumer_Protection_Laws
The smart bulb I purchased requires a 'Hub' to work which was not mentioned anywhere on the product packaging,Consumer_Protection_Laws
A diagnostic lab gave me a 'Positive' dengue report that was proven wrong by two other labs the next day,Consumer_Protection_Laws
The furniture store delivered a sofa with a broken frame and is blaming the 'rough handling' by the apartment security,Consumer_Protection_Laws
An online store is refusing to cancel an order that was placed by mistake just two minutes after the transaction,Consumer_Protection_Laws
The bank is not reversing a 'Duplicate Debit' on my account despite the merchant confirming only one successful payment,Consumer_Protection_Laws
A car service center did not perform the 'Engine Flushing' I paid for and the oil is still pitch black,Consumer_Protection_Laws
The internet provider is refusing to fix a line fault in my building claiming it's an 'internal wiring' issue,Consumer_Protection_Laws
A coaching center is refusing to return the original documents of a student who wants to discontinue the course,Consumer_Protection_Laws
The e-commerce site is showing my order as 'Delivered' but the security logs show no delivery van entered the gate,Consumer_Protection_Laws
A restaurant added a 10% 'Service Charge' to the bill and refused to remove it when I requested,Consumer_Protection_Laws
The refrigerator I bought makes a loud grinding noise but the company says 'it's within acceptable decibel levels,Consumer_Protection_Laws
A brand of 'Tear-free' baby soap caused my newborn's eyes to turn red and swell up,Consumer_Protection_Laws
The bank is refusing to provide a 'No Objection Certificate' for my car loan even after the final EMI was paid,Consumer_Protection_Laws
An airline is refusing to compensate me for a damaged suitcase because I didn't report it before leaving the airport,Consumer_Protection_Laws
The 'fast-charging' cable I bought takes six hours to charge my phone and the seller says 'speed varies by device,Consumer_Protection_Laws
A web-hosting service deleted my business website by mistake and is now saying they don't have a backup,Consumer_Protection_Laws
The car dealership is forcing me to buy a 'Handling Package' of 20000 rupees to get the car delivered on time,Consumer_Protection_Laws
I received a shirt of a completely different color and the seller is refusing an exchange saying 'colors appear different online,Consumer_Protection_Laws
The bank deducted a 'penalty' for a low balance from an account that I have not used for two years,Consumer_Protection_Laws
A brand of 'Iron-free' shirts needs heavy pressing to look decent and the company is ignoring my emails,Consumer_Protection_Laws
The car's 'Sunroof' started leaking water during the first monsoon but the company says it's a 'clogged drain' issue,Consumer_Protection_Laws
An online store is refusing to refund the 'Shipping Fee' for a defective product that I was forced to return,Consumer_Protection_Laws
The insurance company rejected my 'Cashless' claim because the hospital used a different name in the internal system,Consumer_Protection_Laws
A laptop's 'Anti-Glare' screen is so reflective that I cannot work during the day without closing all the curtains,Consumer_Protection_Laws
The local supermarket is charging for paper bags despite me carrying my own and the staff being rude about it,Consumer_Protection_Laws
A mobile phone's 'Gorilla Glass' screen cracked after a six-inch drop onto a soft carpet,Consumer_Protection_Laws
The bank is refusing to release the original sale deed of my house even after the home loan was closed,Consumer_Protection_Laws
An airline bumped me off a flight due to overbooking and is refusing any compensation or an alternative flight,Consumer_Protection_Laws
A brand of 'Pure Ghee' failed the purity test at a local lab and turned out to be mostly vegetable fat,Consumer_Protection_Laws
The car service center replaced my new battery with an old one during a routine service visit,Consumer_Protection_Laws
An online store is refusing a refund for a 'damaged' mirror because I didn't report it within two hours of delivery,Consumer_Protection_Laws
A hospital charged me for a 'Ventilator' that was never used during my father's three-day stay,Consumer_Protection_Laws
The dishwasher I bought doesn't dry the dishes at all and the company says 'manual drying is sometimes required,Consumer_Protection_Laws
A brand of 'Super-soft' towels are as rough as jute after the first wash and the company is ignoring me,Consumer_Protection_Laws
The bank is refusing to stop an unauthorized recurring payment on my debit card despite several requests,Consumer_Protection_Laws
A car manufacturer's 'Braking System' failed on the highway and they are blaming the 'road condition' for the fault,Consumer_Protection_Laws
The online store is refusing to refund the 'Convenience Fee' for an order that they canceled due to lack of stock,Consumer_Protection_Laws
A brand of 'Natural Fruit juice' is actually 90% water and sugar with added artificial colors and flavors,Consumer_Protection_Laws
The internet provider is refusing to cancel my connection and is continuing to bill me for a closed apartment,Consumer_Protection_Laws
A car dealer is refusing to provide the 'Second Key' of the vehicle unless I pay an extra 10000 rupees,Consumer_Protection_Laws
The smartphone's 'Face Unlock' feature can be opened by my brother making it a huge security risk,Consumer_Protection_Laws
An airline left my pet in the cargo hold for eight hours without water causing it severe dehydration,Consumer_Protection_Laws
The bank is refusing to reverse an 'International Markup' on a transaction I made in Indian Rupees,Consumer_Protection_Laws
A brand of 'Anti-Dandruff' shampoo caused my hair to fall out in patches and the company is refusing to reply,Consumer_Protection_Laws
The car service center damaged my 'Dashboard' while cleaning and is refusing to pay for the replacement,Consumer_Protection_Laws
An online travel site booked me into a hotel that doesn't exist at the given address,Consumer_Protection_Laws
The bank is refusing to reverse a 'Duplicate EMI' payment that was deducted due to their system error,Consumer_Protection_Laws
A laptop brand's 'On-site Warranty' means they only send a technician after five follow-up calls and three weeks,Consumer_Protection_Laws
The airline changed my 'Direct Flight' to one with a 12-hour layover and is refusing a refund,Consumer_Protection_Laws
A brand of 'No-mosquito' lotion caused a severe allergic rash on my toddler's skin,Consumer_Protection_Laws
The car manufacturer is refusing a warranty claim on the engine because I didn't do the 'optional' ceramic coating,Consumer_Protection_Laws
An online store is refusing to refund the 'Taxes' for a product that was returned within the 7-day window,Consumer_Protection_Laws
The hospital charged me 500 rupees for a single PPE kit that was never used by the nursing staff,Consumer_Protection_Laws
A brand of 'Non-stick' pan lost its coating in one week and the company says 'I used too much heat,Consumer_Protection_Laws
The bank is refusing to reverse a 'Late Fee' on a credit card payment that was made on the due date,Consumer_Protection_Laws
A brand of 'Pure Honey' crystallized into a solid block of sugar and the company says 'it's natural,Consumer_Protection_Laws
A car manufacturer's 'Fuel Average' is 10km/l instead of the 22km/l mentioned in all their advertisements,Consumer_Protection_Laws
A brand of 'Natural' fruit juice contains only 5% fruit pulp and the rest is water and syrup,Consumer_Protection_Laws
The bank is refusing to reverse a 'Processing Fee' on a personal loan that was rejected by them,Consumer_Protection_Laws
A car service center used a 'Refurbished' alternator and charged me for a brand-new original part,Consumer_Protection_Laws
A brand of 'Premium' basmati rice is mixed with regular rice and the company is refusing an exchange,Consumer_Protection_Laws
The bank is refusing to provide a 'Physical Passbook' even though I am a senior citizen and requested one,Consumer_Protection_Laws
A car manufacturer's 'Touchscreen' freezes every time I start the car and the company has no fix for it,Consumer_Protection_Laws
A brand of 'Heavy-duty' mixer grinder's motor burnt out on the first day and the company says 'overloading,Consumer_Protection_Laws
The bank is refusing to reverse a 'Cheque Bounce Fee' for a cheque that was bounced due to their own error,Consumer_Protection_Laws
The online store is refusing to refund the 'COD' charges for an order that was canceled by the seller,Consumer_Protection_Laws
A brand of 'Natural' soap has a strong chemical smell and is causing a rash on my hands,Consumer_Protection_Laws
The bank is refusing to provide a 'Detailed Breakup' of the charges on my home loan statement,Consumer_Protection_Laws
A car manufacturer's 'Seats' are already tearing within three months and the company says 'it's not covered,Consumer_Protection_Laws
The online store is refusing to refund the 'Fast Delivery' fee for an order that took eight days,Consumer_Protection_Laws
A brand of 'Premium' dog food made my pet sick and the company is refusing to take back the stock,Consumer_Protection_Laws
The bank is refusing to reverse a 'Maintenance Fee' for a zero-balance salary account that I already closed,Consumer_Protection_Laws
The online store is refusing to refund the 'Handling Fee' for a product that was 'Not as Described,Consumer_Protection_Laws
The bank is refusing to provide a 'Statement' for a closed account that I need for my visa application,Consumer_Protection_Laws
A car manufacturer's 'Reverse Camera' is foggy during rains and the company says 'it's a weather issue,Consumer_Protection_Laws
The online store is refusing to refund the 'Shipping Fee' for a product that was delivered to the wrong house,Consumer_Protection_Laws
A brand of 'Heavy-duty' blender's jar broke while making a simple smoothie and the company says 'physical damage,Consumer_Protection_Laws
A car service center damaged my car's 'Mirror' during a wash and is refusing to replace it,Consumer_Protection_Laws
A brand of 'Natural' floor cleaner is very slippery and caused my elderly mother to fall down,Consumer_Protection_Laws
The bank is refusing to provide a 'No Dues Certificate' for my personal loan even after the final payment,Consumer_Protection_Laws
A car manufacturer's 'Brakes' are squeaking and the company says 'it's a normal feature of this model,Consumer_Protection_Laws
The bank is refusing to provide a 'Reason' for rejecting my credit card application and the staff is being rude,Consumer_Protection_Laws
A car service center charged me for 'Brake Oil Top-up' but the oil level is still below the minimum mark,Consumer_Protection_Laws
A brand of 'Natural' lip balm made my lips peel and the company says 'it's a natural detox process,Consumer_Protection_Laws
The bank is refusing to reverse a 'Penalty' for a transaction that was flagged as 'suspicious' by their own system,Consumer_Protection_Laws
A brand of 'Premium' walnuts are rancid and the company is refusing a replacement or a refund,Consumer_Protection_Laws
The bank is refusing to provide a 'Copy of the Nomination Form' for my father's savings account,Consumer_Protection_Laws
A car manufacturer's 'Airbags' didn't deploy during a major accident and the company says 'the angle was wrong,Consumer_Protection_Laws
A brand of 'Natural' face cream gave me a chemical burn and the company is refusing to pay for my treatment,Consumer_Protection_Laws
The bank is refusing to reverse an 'Annual Fee' for a card that was promised to be 'Life-time Free' in the ad,Consumer_Protection_Laws
A brand of 'Heavy-duty' sewing machine's needle keeps breaking and the company says 'it's an operator error,Consumer_Protection_Laws
The bank is refusing to reverse a 'Charge' for a service that was never activated or requested by me,Consumer_Protection_Laws
A brand of 'Natural' shampoo is causing my scalp to itch and the company is ignoring my repeated emails,Consumer_Protection_Laws
The bank is refusing to provide a 'Statement' for a period where there was a suspicious ATM transaction,Consumer_Protection_Laws
A car manufacturer's 'Windows' are getting stuck in the door and the company has no spare parts to fix it,Consumer_Protection_Laws
The bank is refusing to reverse a 'Hidden Charge' for an 'Account Protection' service I never opted for,Consumer_Protection_Laws
A brand of 'Natural' detergent is not cleaning the clothes and leaving a thick white residue behind,Consumer_Protection_Laws
The bank is refusing to provide a 'Certificate' for my fixed deposit that I have unfortunately lost,Consumer_Protection_Laws
The online store is refusing to refund the 'Insurance Fee' for an order that was lost by the courier company,Consumer_Protection_Laws
A brand of 'Heavy-duty' kitchen scales are very inaccurate and the company is refusing to process a refund,Consumer_Protection_Laws
The bank is refusing to reverse a 'Penalty' for a check that was bounced due to their own technical error,Consumer_Protection_Laws
A car service center damaged my car's 'Interior Lights' and is refusing to fix them after the service,Consumer_Protection_Laws
The online store is refusing to refund the 'Tax' for a returned product saying 'GST is non-refundable by us,Consumer_Protection_Laws
A brand of 'Natural' hair oil has a strong artificial fragrance and is causing me severe headaches,Consumer_Protection_Laws
The bank is refusing to provide a 'No Dues Certificate' for my education loan even after the full repayment,Consumer_Protection_Laws
A car manufacturer's 'Paint' is fading in the sun and the company says 'it's an environmental issue,Consumer_Protection_Laws
The bank is refusing to reverse a 'Maintenance Fee' for a zero-balance salary account that should be free,Consumer_Protection_Laws
The online store is refusing to refund the 'Shipping Fee' for a product that was returned as 'Defective' item,Consumer_Protection_Laws
A brand of 'Natural' face wash is very drying and caused my skin to crack and bleed after two uses,Consumer_Protection_Laws
The bank is refusing to provide a 'Statement' for my loan account that I need for my tax filing this year,Consumer_Protection_Laws
The bank is refusing to reverse a 'Fee' for an 'International Debit Card' that I never applied for,Consumer_Protection_Laws
The online store is refusing to refund the 'Platform Fee' for a product that was out of stock on their site,Consumer_Protection_Laws
A brand of 'Natural' sunscreen left a white cast on my face and stained all my expensive clothes,Consumer_Protection_Laws
The bank is refusing to provide a 'Physical Copy' of my bank statement despite my several emails and visits,Consumer_Protection_Laws
A car manufacturer's 'Brakes' failed on a slope and the company says 'it's a maintenance lapse' by me,Consumer_Protection_Laws
A brand of 'Premium' basmati rice is full of insects and the company is refusing a replacement or refund,Consumer_Protection_Laws
The bank is refusing to reverse a 'Charge' for a 'Cheque Book' that was never delivered to my address,Consumer_Protection_Laws
The online store is refusing to refund the 'Packaging Fee' for a product that was delivered in a thin bag,Consumer_Protection_Laws
A brand of 'Natural' shampoo made my hair very dry and brittle after just one use of it,Consumer_Protection_Laws
A car manufacturer's 'Music System' is not working and the company says 'it's a software issue with no fix,Consumer_Protection_Laws
The online store is refusing to refund the 'Taxes' for a product that was returned as 'Defective' item,Consumer_Protection_Laws
A fitness gym is refusing to refund the 'Membership Fee' for the months they were shut down for repair,Consumer_Protection_Laws
The movie ticketing app charged me for a 'VIP' experience but the theater had no reclining seats available,Consumer_Protection_Laws
I was overcharged on my broadband bill because the company didn't update my plan after I requested a downgrade,Consumer_Protection_Laws
The smartphone's 'OLED' screen has a visible burn-in after one month but the company says 'static images caused it,Consumer_Protection_Laws
A car dealership is refusing a refund for a 'Booking' after they changed the delivery date by six months,Consumer_Protection_Laws
The online store sent me a 'Replica' of a designer watch and is now claiming 'buyer's remorse' isn't a refund ground,Consumer_Protection_Laws
The bank is refusing to reverse a 'Foreign Transaction Fee' on a purchase I made at an Indian duty-free shop,Consumer_Protection_Laws
A brand of 'Healthy' granola bars is 50% chocolate chips and has more calories than a candy bar,Consumer_Protection_Laws
The internet provider's 'Free' router comes with a hidden monthly 'Equipment Rental' fee on the bill,Consumer_Protection_Laws
A car service center didn't change the 'Brake Pads' I paid for and now my brakes are squealing loudly,Consumer_Protection_Laws
The online store is refusing to return a 'sealed' perfume because they say 'cosmetic items are non-returnable,Consumer_Protection_Laws
The bank is refusing to providing a 'closure certificate' for a personal loan I finished paying last year,Consumer_Protection_Laws
A brand of 'Energy-Efficient' fridge is using double the units mentioned on the BEE star label,Consumer_Protection_Laws
The smartphone's 'Battery' only lasts for four hours but the service center says 'it depends on usage,Consumer_Protection_Laws
A car dealer is refusing to refund the 'Registration Charges' even after I canceled the purchase before the RTO process,Consumer_Protection_Laws
The online store sent me an 'Empty Box' and the delivery boy is refusing to sign a witness statement,Consumer_Protection_Laws
The bank is refusing to reverse an 'Annual Maintenance Fee' on a dormant locker that I requested to close,Consumer_Protection_Laws
A brand of 'Memory Foam' mattress is giving me back pain and the company says 'give it time to settle,Consumer_Protection_Laws
The internet provider is refusing to fix the 'Frequent Disconnection' issue despite ten service tickets,Consumer_Protection_Laws
A car service center charged me for 'AC Gas' but the cooling is still as poor as before the service,Consumer_Protection_Laws
The online store is refusing to refund the 'Fast Delivery' fee for an order that took twelve days to arrive,Consumer_Protection_Laws
The bank is refusing to provide an 'Interest Certificate' for my savings account for tax purposes,Consumer_Protection_Laws
A brand of 'Anti-glare' monitors has a thick blur that makes it impossible to read text comfortably,Consumer_Protection_Laws
The smartphone's 'Charger' stopped working in one week but the company says 'cables have no warranty,Consumer_Protection_Laws
A car manufacturer is refusing to repair a 'Cracked Windshield' that occurred without any impact,Consumer_Protection_Laws
The online store is refusing a refund for 'Damaged' shoes because I didn't keep the original shoe box,Consumer_Protection_Laws
The bank is refusing to reverse a 'Duplicate Charge' on a transaction that failed the first time,Consumer_Protection_Laws
A brand of 'Stainless Steel' water bottles started rusting inside within one month of use,Consumer_Protection_Laws
The internet provider's 'Free' streaming subscription was only for one month instead of the one year promised,Consumer_Protection_Laws
A car service center damaged my 'Leather Seats' with a grease stain and is refusing to clean them,Consumer_Protection_Laws
The online store is refusing a refund for a 'Wrong Item' because they claim 'the item sent was correct' in logs,Consumer_Protection_Laws
The bank is refusing to provide a 'Physical Statement' for my account unless I pay an extra 500 rupees,Consumer_Protection_Laws
A brand of 'Natural' tea has artificial flavoring and the company is refusing to reply to my complaint,Consumer_Protection_Laws
The smartphone's 'Camera' doesn't focus in low light but the company says 'it's a limitation of the hardware,Consumer_Protection_Laws
A car dealer is refusing to provide the 'Owner's Manual' and is asking me to download it from the site,Consumer_Protection_Laws
The online store is refusing to refund the 'Shipping Fee' for an order that was returned as defective,Consumer_Protection_Laws
The bank is refusing to reverse a 'Penalty' for an ECS bounce that happened due to their own system error,Consumer_Protection_Laws
A brand of 'Induction-safe' pots don't work on my induction stove and the seller is refusing a refund,Consumer_Protection_Laws
The internet provider is continuing to bill me for a 'Disconnected' service for three months now,Consumer_Protection_Laws
A car service center replaced my original 'Alloy Wheels' with steel rims during a major repair,Consumer_Protection_Laws
The online store is refusing to refund the 'Convenience Fee' for an order that they canceled themselves,Consumer_Protection_Laws
The bank is refusing to provide a 'Detailed Breakup' of the interest calculation on my personal loan,Consumer_Protection_Laws
A brand of 'Pure Leather' jacket started peeling like plastic after one week and the company is ignoring me,Consumer_Protection_Laws
The smartphone's 'Fingerprint Sensor' only works 20% of the time and the service center says 'it's fine,Consumer_Protection_Laws
A car dealer is refusing to return the 'Booking Amount' because I didn't cancel within the first 48 hours,Consumer_Protection_Laws
The online store is refusing to refund the 'Taxes' for a product that was returned as defective,Consumer_Protection_Laws
The bank is refusing to reverse a 'Fee' for a 'Debit Card' that I never received or activated,Consumer_Protection_Laws
A brand of 'Healthy' breakfast cereal is mostly sugar and corn syrup according to the lab test,Consumer_Protection_Laws
The internet provider's 'Unlimited' data plan has a speed limit that was not mentioned in the ad,Consumer_Protection_Laws
A car service center charged me for 'Wheel Balancing' but the car is still vibrating at 80kmph,Consumer_Protection_Laws
A brand of 'Anti-mosquito' wipes doesn't work at all and my child got bit while wearing them,Consumer_Protection_Laws
The bank is refusing to provide a 'closure letter' for my credit card even after the final payment was made,Consumer_Protection_Laws
A car manufacturer's 'Fuel Average' is 12km/l instead of the 20km/l promised in the brochure,Consumer_Protection_Laws
The online store is refusing to refund the 'Packaging Fee' for a product delivered in a damaged box,Consumer_Protection_Laws
A brand of 'Natural' fruit juice contains only 10% fruit pulp and the rest is water and syrup,Consumer_Protection_Laws
The bank is refusing to reverse a 'Processing Fee' on a personal loan that they rejected themselves,Consumer_Protection_Laws
A car service center used a 'Refurbished' part and charged me for a brand-new original part,Consumer_Protection_Laws
The online store is refusing to refund the 'Loyalty Points' for an order that was canceled by the seller,Consumer_Protection_Laws
The bank is refusing to provide a 'Physical Passbook' to me even though I am a senior citizen,Consumer_Protection_Laws
The online store is refusing to refund the 'Processing Fee' for an order returned due to defect,Consumer_Protection_Laws
A brand of 'Heavy-duty' mixer grinder's motor burnt out on the first day and the company says 'misuse,Consumer_Protection_Laws
The bank is refusing to reverse a 'Maintenance Fee' for a zero-balance salary account that I closed,Consumer_Protection_Laws
The tenant refuses to vacate the house even after the eleven-month lease agreement has expired,Property_and_Land_Laws
My neighbor has extended their balcony by two feet into the air space above my private plot,Property_and_Land_Laws
A local goon has parked a heavy truck on my vacant land and is demanding money to move it,Property_and_Land_Laws
The builder has delayed the possession of my flat by three years and is now asking for extra GST,Property_and_Land_Laws
I paid the full amount for a plot but the seller is now refusing to come to the sub-registrar office for registration,Property_and_Land_Laws
The boundary wall between our agricultural fields was shifted overnight by the adjacent landowner,Property_and_Land_Laws
My brother has forged my signature on a partition deed to claim a larger share of our ancestral house,Property_and_Land_Laws
The housing society is refusing to provide a No Objection Certificate for the sale of my apartment,Property_and_Land_Laws
A person claiming to be a long-lost relative has filed a court case challenging my father's registered will,Property_and_Land_Laws
The municipal corporation has marked a portion of my legally purchased land as a public road widening zone,Property_and_Land_Laws
I discovered that the same flat was sold to three different buyers by the same developer,Property_and_Land_Laws
The tenant has not paid the electricity and water bills for six months and has now disappeared with the keys,Property_and_Land_Laws
A local developer has blocked the only access road to my plot by building a temporary wall,Property_and_Land_Laws
I found out that the land I bought last year is actually a notified forest land where construction is banned,Property_and_Land_Laws
The sub-registrar is refusing to register my sale deed because the survey number on the document has a typo,Property_and_Land_Laws
My neighbor is dumping construction debris on my empty plot to force me to sell it to him at a low price,Property_and_Land_Laws
The builder changed the building layout plan and reduced the size of my balcony without any prior notice,Property_and_Land_Laws
A group of people have set up a temporary shrine on my private land and are refusing to move,Property_and_Land_Laws
The seller took the advance money and is now claiming that the property is under a bank mortgage,Property_and_Land_Laws
My tenant has illegally sublet two rooms of the apartment to a commercial coaching center,Property_and_Land_Laws
The revenue officer is not updating my name in the land records despite me submitting the registered sale deed,Property_and_Land_Laws
A powerful local politician has built a permanent shed on a portion of the village common grazing land,Property_and_Land_Laws
The builder is charging me for 'Super Built-up Area' that is 40% more than the actual carpet area,Property_and_Land_Laws
I am unable to get a home loan because the property title has a gap in the ownership chain from 1980,Property_and_Land_Laws
The tenant is refusing to let me inspect the house even after I gave a 24-hour written notice,Property_and_Land_Laws
My neighbor's new construction has completely blocked the natural sunlight and ventilation to my ground floor,Property_and_Land_Laws
A real estate agent took a brokerage fee and vanished without facilitating the promised registration,Property_and_Land_Laws
The apartment owners' association is charging me a heavy 'transfer fee' which is not allowed under RERA,Property_and_Land_Laws
I found out that the plot I am living on was originally designated as a community park in the master plan,Property_and_Land_Laws
The seller is refusing to return my earnest money even though the bank rejected my loan due to a title defect,Property_and_Land_Laws
My neighbor is claiming that my garage is built on six inches of his property based on an old map,Property_and_Land_Laws
The builder is demanding maintenance charges for a building that still doesn't have a permanent water connection,Property_and_Land_Laws
A distant relative has obtained a stay order on my property sale by filing a frivolous partition suit,Property_and_Land_Laws
The tenant has damaged the flooring and kitchen cabinets and is demanding the full security deposit back,Property_and_Land_Laws
I received a notice from the bank stating that my landlord has defaulted on a loan taken against my rented flat,Property_and_Land_Laws
The land I purchased through a power of attorney is now being claimed by the original owner's children,Property_and_Land_Laws
The builder is refusing to provide the Occupation Certificate even though people have started living in the society,Property_and_Land_Laws
A neighbor is using my backyard as a shortcut to the main road and has broken the fence multiple times,Property_and_Land_Laws
The registration of my flat is stuck because the builder has not paid the required labor cess to the government,Property_and_Land_Laws
I am being forced to pay 'protection money' to local goons to start the construction of my own house,Property_and_Land_Laws
The tenant is claiming 'Adverse Possession' because they have lived in the house for over twelve years,Property_and_Land_Laws
My neighbor’s tree is leaning dangerously over my roof and they are refusing to trim the branches,Property_and_Land_Laws
The builder is asking for 'clubhouse membership' fees which were not mentioned in the original sale agreement,Property_and_Land_Laws
The land revenue records show my plot as 'agricultural' even though I have a valid Non-Agricultural conversion order,Property_and_Land_Laws
A seller sold me a property using a fake 'Death Certificate' of the actual owner who is living abroad,Property_and_Land_Laws
The tenant is using the residential flat as a godown for flammable chemicals,Property_and_Land_Laws
The housing board has allotted the same plot number to me and another person in the new colony,Property_and_Land_Laws
The builder is refusing to pay the delay compensation mandated by the RERA authority,Property_and_Land_Laws
A neighbor has installed a CCTV camera that points directly into my bedroom and bathroom windows,Property_and_Land_Laws
The sale agreement expired because the seller could not produce the 'No Encumbrance Certificate' on time,Property_and_Land_Laws
I found that my property was mortgaged to a private moneylender by the previous owner without my knowledge,Property_and_Land_Laws
The tenant is demanding that I pay for the entire painting and deep cleaning of the house every year,Property_and_Land_Laws
A local construction company is extracting groundwater from my plot at night using an illegal pump,Property_and_Land_Laws
The registration of my ancestral property is not possible because the survey map doesn't match the ground reality,Property_and_Land_Laws
