text,type
Which is the best place to buy pet gear in Allahabad?,Out_of_Scope
How to make a simple sea breeze fry at home?,Out_of_Scope
Best massage units under 77000 for neck,Out_of_Scope
How to get rid of mealybug on plants?,Out_of_Scope
Which is the best brand of massage units?,Out_of_Scope
How to make a simple sea foam fry at home?,Out_of_Scope
Benefits of eating grape daily,Out_of_Scope
How to prepare for a meal?,Out_of_Scope
Which is the best place to buy home gear in Varanasi?,Out_of_Scope
How to make a simple sea weed fry at home?,Out_of_Scope
Best massage sets under 78000 for gift,Out_of_Scope
How to get rid of scale insect on plants?,Out_of_Scope
Which is the best brand of massage sets?,Out_of_Scope
How to make a simple sea fan fry at home?,Out_of_Scope
Benefits of eating lime daily,Out_of_Scope
How to prepare for a drink?,Out_of_Scope
Which is the best place to buy beauty gear in Dhanbad?,Out_of_Scope
How to make a simple sea pen fry at home?,Out_of_Scope
Best massage accessories under 79000 for head,Out_of_Scope
How to get rid of spider mite on plants?,Out_of_Scope
Which is the best brand of massage accessories?,Out_of_Scope
How to make a simple sea slug fry at home?,Out_of_Scope
Benefits of eating lemon daily,Out_of_Scope
How to prepare for a food?,Out_of_Scope
Which is the best place to buy health gear in Amritsar?,Out_of_Scope
How to make a simple sea horse fry at home?,Out_of_Scope
Best massage gadgets under 80000 for body,Out_of_Scope
How to get rid of whitefly on plants?,Out_of_Scope
Which is the best brand of massage gadgets?,Out_of_Scope
How to make a simple sea dragon fry at home?,Out_of_Scope
Benefits of eating orange daily,Out_of_Scope
How to prepare for a event?,Out_of_Scope
Which is the best place to buy fitness gear in Allahabad?,Out_of_Scope
How to make a simple sea shell fry at home?,Out_of_Scope
Best massage instruments under 81000 for neck,Out_of_Scope
How to get rid of fungus gnat on plants?,Out_of_Scope
Which is the best brand of massage instruments?,Out_of_Scope
How to make a simple sea urchin fry at home?,Out_of_Scope
Benefits of eating banana daily,Out_of_Scope
How to prepare for a trip?,Out_of_Scope
Which is the best place to buy sports gear in Varanasi?,Out_of_Scope
How to make a simple sea star fry at home?,Out_of_Scope
Best massage objects under 82000 for hand,Out_of_Scope
How to get rid of thrips on plants?,Out_of_Scope
Which is the best brand of massage objects?,Out_of_Scope
How to make a simple sea lily fry at home?,Out_of_Scope
Benefits of eating apple daily,Out_of_Scope
How to prepare for a meeting?,Out_of_Scope
Which is the best place to buy travel gear in Dhanbad?,Out_of_Scope
How to make a simple sea cucumber fry at home?,Out_of_Scope
Best massage stuff under 83000 for home,Out_of_Scope
How to get rid of leaf miner on plants?,Out_of_Scope
Which is the best brand of massage stuff?,Out_of_Scope
How to make a simple sea lettuce fry at home?,Out_of_Scope
Benefits of eating pear daily,Out_of_Scope
How to prepare for a party?,Out_of_Scope
Which is the best place to buy outdoor gear in Amritsar?,Out_of_Scope
How to make a simple sea moss fry at home?,Out_of_Scope
Best massage materials under 84000 for back,Out_of_Scope
How to get rid of caterpillar on plants?,Out_of_Scope
Which is the best brand of massage materials?,Out_of_Scope
How to make a simple sea kale fry at home?,Out_of_Scope
Benefits of eating peach daily,Out_of_Scope
How to prepare for a dinner?,Out_of_Scope
Which is the best place to buy photography gear in Allahabad?,Out_of_Scope
How to make a simple sea beet fry at home?,Out_of_Scope
Best massage products under 85000 for gift,Out_of_Scope
How to get rid of aphid on plants?,Out_of_Scope
Which is the best brand of massage products?,Out_of_Scope
How to make a simple sea water fry at home?,Out_of_Scope
Benefits of eating plum daily,Out_of_Scope
How to prepare for a lunch?,Out_of_Scope
Which is the best place to buy video game gear in Varanasi?,Out_of_Scope
How to make a simple sea air fry at home?,Out_of_Scope
Best massage items under 86000 for relaxation,Out_of_Scope
How to get rid of mealybug on plants?,Out_of_Scope
Which is the best brand of massage items?,Out_of_Scope
How to make a simple sea breeze fry at home?,Out_of_Scope
Benefits of eating apricot daily,Out_of_Scope
How to prepare for a breakfast?,Out_of_Scope
Which is the best place to buy board game gear in Dhanbad?,Out_of_Scope
How to make a simple sea foam fry at home?,Out_of_Scope
Best massage units under 87000 for neck,Out_of_Scope
How to get rid of scale insect on plants?,Out_of_Scope
Which is the best brand of massage units?,Out_of_Scope
How to make a simple sea weed fry at home?,Out_of_Scope
Benefits of eating date daily,Out_of_Scope
How to prepare for a snack?,Out_of_Scope
Which is the best place to buy hobby gear in Amritsar?,Out_of_Scope
How to make a simple sea fan fry at home?,Out_of_Scope
Best massage sets under 88000 for gift,Out_of_Scope
How to get rid of spider mite on plants?,Out_of_Scope
Which is the best brand of massage sets?,Out_of_Scope
How to make a simple sea pen fry at home?,Out_of_Scope
Benefits of eating fig daily,Out_of_Scope
How to prepare for a meal?,Out_of_Scope
Which is the best place to buy craft gear in Allahabad?,Out_of_Scope
How to make a simple sea slug fry at home?,Out_of_Scope
Best massage accessories under 89000 for head,Out_of_Scope
How to get rid of whitefly on plants?,Out_of_Scope
Which is the best brand of massage accessories?,Out_of_Scope
How to make a simple sea horse fry at home?,Out_of_Scope
Benefits of eating strawberry daily,Out_of_Scope
How to prepare for a drink?,Out_of_Scope
Which is the best place to buy DIY gear in Varanasi?,Out_of_Scope
How to make a simple sea dragon fry at home?,Out_of_Scope
Best massage gadgets under 90000 for body,Out_of_Scope
How to get rid of fungus gnat on plants?,Out_of_Scope
Which is the best brand of massage gadgets?,Out_of_Scope
How to make a simple sea shell fry at home?,Out_of_Scope
Benefits of eating blueberry daily,Out_of_Scope
How to prepare for a food?,Out_of_Scope
Which is the best place to buy party gear in Dhanbad?,Out_of_Scope
How to make a simple sea urchin fry at home?,Out_of_Scope
Best massage instruments under 91000 for neck,Out_of_Scope
How to get rid of thrips on plants?,Out_of_Scope
Which is the best brand of massage instruments?,Out_of_Scope
How to make a simple sea star fry at home?,Out_of_Scope
Benefits of eating raspberry daily,Out_of_Scope
How to prepare for a event?,Out_of_Scope
Which is the best place to buy office gear in Amritsar?,Out_of_Scope
How to make a simple sea lily fry at home?,Out_of_Scope
Best massage objects under 92000 for hand,Out_of_Scope
How to get rid of leaf miner on plants?,Out_of_Scope
Which is the best brand of massage objects?,Out_of_Scope
How to make a simple sea cucumber fry at home?,Out_of_Scope
Benefits of eating blackberry daily,Out_of_Scope
How to prepare for a trip?,Out_of_Scope
Which is the best place to buy school gear in Allahabad?,Out_of_Scope
How to make a simple sea lettuce fry at home?,Out_of_Scope
Best massage stuff under 93000 for home,Out_of_Scope
How to get rid of caterpillar on plants?,Out_of_Scope
Which is the best brand of massage stuff?,Out_of_Scope
How to make a simple sea moss fry at home?,Out_of_Scope
Benefits of eating cranberry daily,Out_of_Scope
How to prepare for a meeting?,Out_of_Scope
Which is the best place to buy baby gear in Varanasi?,Out_of_Scope
How to make a simple sea kale fry at home?,Out_of_Scope
Best massage materials under 94000 for back,Out_of_Scope
How to get rid of aphid on plants?,Out_of_Scope
Which is the best brand of massage materials?,Out_of_Scope
How to make a simple sea beet fry at home?,Out_of_Scope
Benefits of eating gooseberry daily,Out_of_Scope
How to prepare for a party?,Out_of_Scope
Which is the best place to buy pet gear in Dhanbad?,Out_of_Scope
How to make a simple sea water fry at home?,Out_of_Scope
Best massage products under 95000 for gift,Out_of_Scope
How to get rid of mealybug on plants?,Out_of_Scope
Which is the best brand of massage products?,Out_of_Scope
How to make a simple sea air fry at home?,Out_of_Scope
Benefits of eating kiwi daily,Out_of_Scope
How to prepare for a dinner?,Out_of_Scope
Which is the best place to buy home gear in Amritsar?,Out_of_Scope
How to make a simple sea breeze fry at home?,Out_of_Scope
Best massage items under 96000 for relaxation,Out_of_Scope
How to get rid of scale insect on plants?,Out_of_Scope
Which is the best brand of massage items?,Out_of_Scope
How to make a simple sea foam fry at home?,Out_of_Scope
Benefits of eating lychee daily,Out_of_Scope
How to prepare for a lunch?,Out_of_Scope
Which is the best place to buy beauty gear in Allahabad?,Out_of_Scope
How to make a simple sea weed fry at home?,Out_of_Scope
Best massage units under 97000 for neck,Out_of_Scope
How to get rid of spider mite on plants?,Out_of_Scope
Which is the best brand of massage units?,Out_of_Scope
How to make a simple sea fan fry at home?,Out_of_Scope
Benefits of eating papaya daily,Out_of_Scope
How to prepare for a breakfast?,Out_of_Scope
Which is the best place to buy health gear in Varanasi?,Out_of_Scope
How to make a simple sea pen fry at home?,Out_of_Scope
Best massage sets under 98000 for gift,Out_of_Scope
How to get rid of whitefly on plants?,Out_of_Scope
Which is the best brand of massage sets?,Out_of_Scope
How to make a simple sea slug fry at home?,Out_of_Scope
Benefits of eating cherry daily,Out_of_Scope
How to prepare for a snack?,Out_of_Scope
Which is the best place to buy fitness gear in Dhanbad?,Out_of_Scope
How to make a simple sea horse fry at home?,Out_of_Scope
Best massage accessories under 99000 for head,Out_of_Scope
How to get rid of fungus gnat on plants?,Out_of_Scope
Which is the best brand of massage accessories?,Out_of_Scope
How to make a simple sea dragon fry at home?,Out_of_Scope
Benefits of eating melon daily,Out_of_Scope
How to prepare for a meal?,Out_of_Scope
Which is the best place to buy sports gear in Amritsar?,Out_of_Scope
How to make a simple sea shell fry at home?,Out_of_Scope
Best massage gadgets under 100000 for body,Out_of_Scope
How to get rid of thrips on plants?,Out_of_Scope
Which is the best brand of massage gadgets?,Out_of_Scope
How to make a simple sea urchin fry at home?,Out_of_Scope
Benefits of eating grape daily,Out_of_Scope
How to prepare for a drink?,Out_of_Scope
Which is the best place to buy travel gear in Allahabad?,Out_of_Scope
How to make a simple sea star fry at home?,Out_of_Scope
Best massage instruments under 101000 for neck,Out_of_Scope
How to get rid of leaf miner on plants?,Out_of_Scope
Which is the best brand of massage instruments?,Out_of_Scope
How to make a simple sea lily fry at home?,Out_of_Scope
Benefits of eating lime daily,Out_of_Scope
How to prepare for a food?,Out_of_Scope
Which is the best place to buy outdoor gear in Varanasi?,Out_of_Scope
How to make a simple sea cucumber fry at home?,Out_of_Scope
Best massage objects under 102000 for hand,Out_of_Scope
How to get rid of caterpillar on plants?,Out_of_Scope
Which is the best brand of massage objects?,Out_of_Scope
How to make a simple sea lettuce fry at home?,Out_of_Scope
Benefits of eating lemon daily,Out_of_Scope
Yesterday night someone stole my bike near Salem bus stand. Police are saying come tomorrow and not registering complaint. I am very worried. What should I do now?,Legal_Request
Sir my neighbor is constantly throwing garbage into my garden and shouting when I ask him to stop. Today he even threatened to hit me with a stick. How can I file a police complaint for this harassment?,Legal_Request
I gave 5 lakhs to my friend for his sister's wedding one year ago but now he is blocking my number and not returning the money. I have the bank transfer proof. What legal action can I take to get my money back?,Legal_Request
My landlord is refusing to give back my 1 lakh security deposit even though I vacated the flat 2 months ago in good condition. He is making fake excuses about painting charges. How to send a legal notice to him?,Legal_Request
Somebody created a fake Instagram profile using my daughter's photos and sending bad messages to her classmates. We are very scared and don't know who did it. Please tell the procedure to report this to cyber cell.,Legal_Request
I bought a laptop from a famous showroom in T Nagar but it stopped working in 10 days. The manager is saying they won't replace it or refund money. Where should I file a consumer court case in Chennai?,Legal_Request
My husband and his parents are constantly asking for more dowry and locking me in the room if I don't bring money from my home. I am writing this in secret. Please tell me how to get help from women's helpline or police?,Legal_Request
Last week I was driving near Bangalore airport and police caught me saying I jumped the signal but I didn't. They took my original DL and not giving it back even after I paid fine online. Is this legal?,Legal_Request
My father passed away last month without leaving any will for our ancestral property in Coimbatore. My elder brother is trying to sell the whole land without my signature. How can I get a stay order from court?,Legal_Request
I received a message saying my electricity will be cut tonight if I don't update my bill via a link. I clicked it and lost 50000 from my bank account. What is the process to file FIR for this online fraud?,Legal_Request
A private company where I worked for 3 years is refusing to give my experience letter and relieving letter because I resigned on short notice. They are also holding my last month's salary. What are my legal rights?,Legal_Request
While traveling in a government bus the driver was driving very rashly and hit a bike. I got a neck injury but the bus department is not responding to my medical bills. How can I claim compensation in MACT court?,Legal_Request
I found that my signature was forged on some bank documents by my business partner to take a huge loan. I never signed those papers. Can I file a criminal case for forgery against him?,Legal_Request
My sister's husband is an alcoholic and beats her every night. She has small kids and is very afraid to go to police station alone. Enna panradhu sir? Is there any way to file complaint online or through NGO?,Legal_Request
I booked a flat in 2021 and the builder promised delivery in 2023 but the building is still not finished. He is asking for more money now for 'extra costs'. How can I complain to RERA against this builder?,Legal_Request
My Aadhaar card is being misused by someone in another state to get mobile connections and I am getting strange calls from police. I am very confused and scared. How to block my Aadhaar or report this identity theft?,Legal_Request
I am a senior citizen and my son is trying to kick me out of my own house which I bought with my savings. He is not giving me food also. Is there any fast track law in India to protect parents from such kids?,Legal_Request
One shopkeeper near my house is selling milk and bread higher than the MRP price. When I questioned him he told me to go buy elsewhere and spoke very rudely. Can I report this to the legal metrology department?,Legal_Request
My neighbor is building a wall that is encroaching 2 feet into my registered land. I showed him the documents but he is not listening and continuing work. How to get an immediate injunction from the local court?,Legal_Request
I lost my original 10th and 12th marksheets while shifting my house in Madurai. I need them for my higher studies urgently. What is the legal procedure to get duplicate certificates from the state board?,Legal_Request
A person on Facebook promised to give me a part-time job and asked for 5000 as registration fee. After I paid he blocked me. I have his UPI ID and chat screenshots. Can police help me get my money back?,Legal_Request
My wife has filed a false 498A case against me and my old parents just because I asked her to help with household chores. We are very stressed. What is the procedure for getting anticipatory bail in such cases?,Legal_Request
I am staying in a rented house for 10 years and now the owner suddenly told me to vacate in 1 week because he got a higher offer. Our agreement says 1 month notice. Can he legally force me out like this?,Legal_Request
Yesterday I went for a minor surgery but the doctor did some mistake and now my hand is paralyzed. The hospital is trying to hide the records. How to file a medical negligence case against that doctor?,Legal_Request
I want to apply for a legal heir certificate because my mother died recently and we need it to transfer her bank savings. What documents are required and which office should I go to in Tamil Nadu?,Legal_Request
Some local goons are playing very loud music every night until 2 AM near our apartment. My baby cannot sleep and my father is a heart patient. Police is not doing anything. How to file a petition against noise pollution?,Legal_Request
My car was hit from behind by a speeding truck and my bumper is totally damaged. The truck driver ran away but I noted the number plate. How to file FIR and get insurance claim from the other party?,Legal_Request
I received a court summons for a cheque bounce case but I never issued any cheque to that person. I think my old cheque book was stolen. What should I do when I go to court for the first time?,Legal_Request
My employer is not contributing to my PF account even though they are deducting money from my salary every month. I checked the portal and it is empty. Where can I complain against this company fraud?,Legal_Request
I bought a second hand bike but the owner is not coming to RTO for transfer of ownership. He already took the full money. Can I legally transfer the bike name to me without his physical presence?,Legal_Request
I found out that a mobile tower is being installed on top of my neighbor's house without any safety checks. I am worried about radiation for my kids. How can I stop this illegal installation legally?,Legal_Request
My ex-boyfriend is threatening to leak our private photos on the internet if I don't pay him 2 lakhs. I am very much in fear. Please tell me how to handle this blackmailing case without my parents knowing?,Legal_Request
A big company used my artistic painting on their t-shirts without my permission and making huge profit. This is my intellectual property. How to sue them for copyright violation and get my share?,Legal_Request
My daughter is being bullied in school by some senior students and the school principal is just ignoring our complaints. They say it is just 'kids playing'. Is there any law against school bullying in India?,Legal_Request
I am an NRI and someone has illegally occupied my vacant plot in outskirts of Chennai. They have put a small shed there and saying they are living there for years. How to recover my land through court?,Legal_Request
Is it legal for traffic police to take away my bike keys during a routine document check? They were very aggressive and didn't even give a receipt for the fine. I want to complain about that officer.,Legal_Request
I want to change my name in all my government documents from my old name to new name. I have already published it in the newspaper. What is the next step to get the official gazette notification?,Legal_Request
My neighbor has a pet dog that bites everyone and he keeps the dog off leash in the common area of our colony. Today it bit a small child. Can we file a police case against the dog owner for negligence?,Legal_Request
I ordered a mobile phone from a famous e-commerce site but I received a soap bar instead. I have the unboxing video but the customer care is saying 'investigation closed'. How to get my money back legally?,Legal_Request
My brother was arrested two days ago but police is not telling us where he is kept. They are not even allowing us to give him food or meet him. This is illegal right? What is the procedure for Habeas Corpus?,Legal_Request
A person is using my shop's name and logo for his own business in the next street and customers are getting confused. I have registered my trademark. How to stop him from using my brand name?,Legal_Request
I was promised a 20% hike in my appointment letter but after joining the HR is saying it was a mistake and giving old salary only. This is breach of contract. Can I take them to labor court?,Legal_Request
My father's name is spelled differently in my Aadhaar and my birth certificate. Now I am having trouble with my passport application. How to legally rectify this spelling mistake in birth certificate?,Legal_Request
I found that some factory nearby is releasing dirty water into our local pond and all fish are dying. The smell is also very bad. To whom should I write a complaint for environmental damage?,Legal_Request
My wife left the house with our 2-year-old son and went to her parents house. Now she is not allowing me to even see or talk to my child. How can I get visitation rights through the court?,Legal_Request
I am a tenant and the owner is suddenly asking for 30% rent increase which is not in our agreement. When I refused he cut my water supply. Please help me what legal action I can take urgently?,Legal_Request
I am a victim of a hit and run case while walking on the road. Some bystanders told me it was a red color car. How can I get the CCTV footage from the police to identify the culprit?,Legal_Request
I lost my passport while I was on a trip to Mumbai. I have a flight back to my home country in 4 days. What is the fastest legal way to get an emergency travel document or duplicate passport?,Legal_Request
Someone sent me a legal notice for a comment I made on a public YouTube video. They are claiming 50 lakhs for defamation. I am just a student and very scared. How to reply to this notice?,Legal_Request
My business partner is not showing me the accounts and I suspect he is siphoning off all the profits into his personal account. How can I ask for a legal audit of our partnership firm through court?,Legal_Request
I want to know if it is mandatory to have a lawyer to file a case in the Consumer Forum? My claim amount is 50000 rupees. Can I represent my own case without spending on advocate fees?,Legal_Request
My sister's engagement was broken because the groom's family asked for a luxury car at the last minute. We had already spent 5 lakhs on arrangements. Can we file a case to recover our expenses?,Legal_Request
A collection agent is calling me 20 times a day and using very bad language for a small credit card debt. He is even calling my office colleagues. Is this legal? How to stop this harassment?,Legal_Request
I am a domestic worker and my madam didn't pay me for the last 4 months saying she has no money. Now she told me not to come to work. How can I get my hard earned money back from her?,Legal_Request
I want to file a PIL (Public Interest Litigation) against the poor condition of roads in my city which is causing many accidents. What is the basic procedure to file this in the High Court?,Legal_Request
My uncle died and left all his property to a stranger through a will which we suspect is fake because he was not in his senses during that time. How can we challenge this will in the civil court?,Legal_Request
I was caught by traffic police for not having a valid PUC certificate. They told me the fine is 10000 rupees. I think this is too much for a first-time offense. What are the actual rules for PUC fine?,Legal_Request
A person sold me a land in village saying it is DTCP approved but later I found out the documents are totally fake and the land belongs to someone else. He is now missing. How to file a police complaint?,Legal_Request
My daughter was born in a moving train while we were going from Chennai to Delhi. How to get her birth certificate and which city's municipality will issue it? We are very confused about the process.,Legal_Request
I am being forced by my parents to marry a person I don't like. They are threatening to kill themselves if I don't agree. Is there any protection for adults against forced marriage in India?,Legal_Request
My bank account was frozen because some illegal transaction happened which I didn't do. The bank manager is saying talk to police and police is saying talk to bank. I need my money for house rent. Help!,Legal_Request
I am a street vendor and municipal officials are frequently taking away my cart and items even though I have a valid vending zone license. Is this allowed under the Street Vendors Act?,Legal_Request
I bought a second hand mobile but now I found out it is a stolen phone and police came to my house. I didn't know it was stolen. Will I go to jail? How to prove my innocence to the police?,Legal_Request
My company made me work for 14 hours every day without any overtime pay for the last six months. What is the law for working hours in private sector? Can I complain to the labor department?,Legal_Request
I want to know the legal procedure for an Indian citizen to adopt a child from an orphanage? What are the eligibility criteria and how long does the whole process take usually?,Legal_Request
My neighbor has fixed a huge CCTV camera which is directly pointing into my bedroom window. This is a total violation of my privacy. I asked him to move it but he refused. Can I file a suit?,Legal_Request
I received a message on WhatsApp that I won 25 lakhs in KBC lottery and they asked for 10k processing fee. I paid it and then they asked for more. Now I realized it is a scam. What to do now?,Legal_Request
Is it legal for a school to withhold the Transfer Certificate (TC) of a student because the parents have not paid the hiked fees which is currently under dispute in court?,Legal_Request
I found that some chemist is selling expired medicines by changing the label on the bottle. This is very dangerous for people's lives. To whom should I complain for immediate raid on that shop?,Legal_Request
My ex-husband is not paying the monthly maintenance for our child which was ordered by the court 6 months ago. He says he lost his job but he is living a luxury life. How to execute the court order?,Legal_Request
I want to start a small NGO to help stray dogs in my area. What is the legal procedure for registration and what kind of documents are required to get tax exemption for donations?,Legal_Request
Someone stole my bag in the railway station containing my laptop and some cash. I went to the RPF but they told me to go to local police. The local police is telling me to go back to RPF. Please help!,Legal_Request
A person took a loan of 2 lakhs from me and gave a cheque as security. Now the cheque is bounced due to insufficient funds. What is the time limit to send a legal notice under section 138?,Legal_Request
I want to know if a daughter has equal rights in her father's ancestral property if the father died before 2005? There is a big dispute going on in our family regarding this matter.,Legal_Request
My internet service provider is charging me for a plan I never opted for and they are not resolving the issue. Can I file a case in consumer court for this unfair trade practice?,Legal_Request
I was harassed by a police officer while I was walking home at night with my female friend. He asked us many personal questions and took our photos. Is it legal for police to question adults like this?,Legal_Request
I want to know if it is legal to record a phone call and use it as evidence in a court case? The other person doesn't know that I am recording the conversation. Will the court accept it?,Legal_Request
My landlord is not allowing me to use the terrace even though it was mentioned in our rent agreement. He has put a lock on the door. Can I file a police complaint or do I have to go to civil court?,Legal_Request
I found a gold chain on the road in a crowded market. If I keep it with me will it be considered as theft? What is the legal way to handle found items to avoid any future criminal charges?,Legal_Request
My private photos were shared in a local WhatsApp group without my consent by a person who wants to take revenge. I am feeling very ashamed and suicidal. Please tell me how to get those photos deleted?,Legal_Request
I am an employee in a startup and they are not giving me my salary for the last 3 months. Every time I ask they say 'funding is coming'. Can I file a complaint with the labor commissioner?,Legal_Request
I want to apply for an arms license for my self-defense as I carry a lot of cash for my business. What is the procedure in India and what are the valid reasons for getting a gun license?,Legal_Request
My father's ancestral property was sold by my cousins using a fake power of attorney while my father was ill. We just found out today. Is it too late to challenge the sale deed in court after 2 years?,Legal_Request
I was issued a traffic challan for 'over speeding' but my car has a speed limiter fixed at 80 kmph and the challan says I was at 110 kmph. How can I challenge this technical error in the challan?,Legal_Request
My wife has left the house 2 years ago and now I want to file for a divorce. She is not ready for mutual consent. What are the grounds for a contested divorce under the Hindu Marriage Act?,Legal_Request
I am a victim of caste-based discrimination at my workplace by my manager. He uses bad words about my community. Can I file a case under the SC/ST Act? What proof is needed for this?,Legal_Request
I bought a car and it has a major manufacturing defect in the engine. The company is only offering repairs but I want a new car or full refund. Can I go to the national consumer commission?,Legal_Request
My neighbor is running a commercial garment business in a residential area and there is constant noise of machines and many workers coming. It is very disturbing. Is this legally allowed?,Legal_Request
I lost my original house documents and I am afraid someone might use them to take a loan. How to file a 'Lost and Found' report and get a certified copy from the registrar's office?,Legal_Request
I want to know if it is legal for a husband to have a second wife without divorcing the first wife if both are Hindus? What is the punishment for bigamy in India under current laws?,Legal_Request
Someone is using my photo as their profile picture on a dating app and chatting with people. This is damaging my reputation. How can I get the app company to reveal the IP address of that person?,Legal_Request
I am being threatened by a local politician's son because I complained about his illegal parking. He said he will file a false case against me. Should I file an anticipatory bail or go to police?,Legal_Request
I want to know the legal rights of a live-in partner in India regarding property and maintenance if the relationship breaks after 5 years? Is it same as a legally married wife?,Legal_Request
My son was beaten by his teacher in a private school and he has bruises on his back. The school is saying it is for discipline. Can I file an FIR for corporal punishment against the teacher?,Legal_Request
I found that my bank has deducted 'hidden charges' of 5000 rupees without any explanation. When I asked they gave a very confusing reply. Is there any ombudsman where I can complain about this?,Legal_Request
I want to donate my body for medical research after my death. What is the legal procedure to register for body donation and is it necessary to take consent from all family members?,Legal_Request
My brother is being held in a private de-addiction center against his will and they are charging us huge money. They are not even letting us talk to him. How to get him out legally?,Legal_Request
I bought a insurance policy and the agent lied about the benefits. Now the company is refusing to pay the claim. Can I sue both the agent and the company for cheating and fraud?,Legal_Request
I want to file a defamation case against a news portal that published a totally fake story about me. What is the court fee for filing a defamation suit and how long does it take for verdict?,Legal_Request
My neighbor's tree branches are hanging over my roof and fruits are falling and damaging my tiles. He is refusing to trim the branches. Can I legally cut the branches that are in my property area?,Legal_Request
I am a woman and I want to know if I have a right to stay in my husband's house even if he files for divorce? He is trying to throw me out of the house tonight. Please give legal advice.,Legal_Request
I was sold a 'pure silk' saree for 15000 but later a lab test showed it is just polyester. The shop is refusing to take it back. Where can I file a complaint for this cheating?,Legal_Request
Someone has posted my phone number on a public website as a 'call girl' and I am getting hundreds of dirty calls. I am very much depressed. How to get my number removed and catch the culprit?,Legal_Request
I want to know the legal procedure to convert from one religion to another in India? Is it necessary to give an affidavit and publish it in the government gazette for it to be valid?,Legal_Request
My employer is asking me to sign a bond that I will not leave the company for 2 years and if I leave I must pay 5 lakhs. Is such an employment bond legally enforceable in India?,Legal_Request
I am a flat owner in a society and the association is not providing me with the maintenance accounts. They are also charging me extra fine without reason. How to take legal action against society committee?,Legal_Request
Someone is building an apartment right next to my house without leaving any setback area. My sunlight and ventilation are completely blocked. How can I get a demolition order for illegal construction?,Legal_Request
I bought a mobile on EMI but due to some financial problem I missed 2 payments. Now recovery agents are coming to my house and shouting. Can they legally enter my house without a court order?,Legal_Request
My husband is forcing me to have a second child even though I have some health issues. He says it is his right. Is there any law to protect a woman's reproductive rights in India?,Legal_Request
I want to know if it is legal to keep a turtle as a pet at home? One of my friends told me it is a crime under the Wildlife Protection Act. Is it true? What is the punishment?,Legal_Request
My father's signature was taken on some blank papers by my uncle when my father was in the hospital. We are afraid he will use them to grab our house. How to cancel those blank papers legally?,Legal_Request
I am a journalist and I was stopped by a group of people from filming a public event. They broke my camera also. Can I file a case for preventing a public servant from duty or some other section?,Legal_Request
I want to know the rules for maternity leave in a private firm with only 8 employees. Are they legally bound to give me 26 weeks paid leave under the Maternity Benefit Act?,Legal_Request
My neighbor is using a high-power water pump to suck water directly from the main supply line and because of that we are not getting any water. Is this an offense? Where to complain?,Legal_Request
Someone is sending me threatening emails from an anonymous ID saying they will kill me if I don't withdraw my court case. I am very scared for my life. How can police track the sender's location?,Legal_Request
I want to file for a name change for my minor son after my divorce. Can I do it without the consent of his biological father? What is the legal procedure for this in the court?,Legal_Request
I bought a plot 5 years ago and I have the sale deed but now the local village officer is not updating the patta in my name and asking for a bribe. What legal action can I take against him?,Legal_Request
My sister's husband has another family in another city and he is secretly sending all his salary to them. My sister has no money for food. Can she file a case for domestic violence and maintenance?,Legal_Request
I want to know the legal requirements to start a home-based food business. Do I need a FSSAI license even if I am selling only 10 packs a day? What are the penalties for not having it?,Legal_Request
Someone hit my dog with a stone and broke its leg intentionally. Is there any law against animal cruelty where I can file a case against that person? The person is my neighbor.,Legal_Request
I was denied a promotion in my government job because I am from a particular minority community. All my juniors got promoted. Is this a violation of my fundamental rights? How to file a writ petition?,Legal_Request
My college is refusing to return my original certificates even after I completed the course. They are asking for some 'extra development fee' which was not mentioned before. How to get my certificates back?,Legal_Request
I am a victim of an online job scam where I lost 1 lakh. I have the bank details where the money was transferred. Will the cyber police help me to freeze that account and get my money back?,Legal_Request
I want to know if a person can be arrested without a warrant for a small fight in the street? The police took my brother yesterday and they haven't produced him before a magistrate yet.,Legal_Request
My landlord enters my flat anytime using a duplicate key when I am not at home. He says he wants to check the maintenance. Is this a violation of my right to privacy? What to do?,Legal_Request
I want to file a case against a hospital for a wrong blood report which caused me a lot of mental tension and unnecessary medication. Is this considered as medical negligence in India?,Legal_Request
Someone has made a YouTube video using my personal video clips and making fun of me. I want that video to be removed and the person should apologize. What are the legal steps for this?,Legal_Request
My father was a central government employee and he died recently. My stepmother is claiming all the pension and not giving anything to me. Do I have any legal right in my father's pension?,Legal_Request
I was sold a fake insurance policy by a person pretending to be a bank official. I paid the premium but I didn't get any policy document. The bank is saying they don't know that person. Help!,Legal_Request
I want to know the rules for using a loudspeaker for a small religious function at my home. Do I need to take permission from the police? What is the time limit for using it?,Legal_Request
My neighbor is throwing his bathroom water into the street and it is collecting in front of my house. It is a health hazard and smells bad. To which authority should I complain about this?,Legal_Request
I want to know if a wife can claim a share in her husband's self-acquired property while he is still alive? My husband is planning to sell our house and leave me without any support.,Legal_Request
Someone stole my mobile phone and I have the IMEI number. I went to the police station but they only gave me a CSR and not an FIR. What is the difference and how can I get an FIR registered?,Legal_Request
I bought a product on Flipkart and it was damaged. I returned it but the seller is refusing to give a refund saying the product was okay when sent. How can I take this to the consumer forum?,Legal_Request
I want to know the legal procedure to file a divorce if my spouse is living in another country and is not ready to come to India for the court proceedings? Can it be done online?,Legal_Request
